text,label,source
barkley fit for match in ireland england centre olly barkley has been passed fit for sunday,sport,bbc
connors rallying cry for british tennis do you have it in your heart how much guts,sport,bbc
blunkett sorry over murder plan david blunkett has apologised to mps after the home office announced,politics,bbc
consumer spending lifts us growth us economic growth accelerated in the third quarter helped by strong,business,bbc
britons fed up with net service a survey conducted by pc pro magazine has revealed that,tech,bbc
o gara revels in ireland victory ireland fly-half ronan o gara hailed his side s 19-13,sport,bbc
software watching while you work software that can not only monitor every keystroke and action performed,tech,bbc
industrial output falls in japan japanese industrial output fell in october while unemployment rose casting further,business,bbc
cebit opens to mobile music tune cebit the world s largest hi-tech fair has opened its,tech,bbc
tokyo says deflation controlled the japanese government has forecast that the country s economic growth will,business,bbc
ba to suspend two saudi services british airways is to halt its flights from london heathrow,business,bbc
nintendo adds media playing to ds nintendo is releasing an adapter for its ds handheld console,tech,bbc
deadline nears for fiat-gm deal fiat and general motors (gm) have until midnight on 1 february,business,bbc
wilkinson return unlikely jonny wilkinson looks set to miss the whole of the 2005 rbs six,sport,bbc
uefa approves fake grass uefa says it will allow european matches to be played on artificial,sport,bbc
fuming robinson blasts officials england coach andy robinson said he was livid after his side were,sport,bbc
howard hits back at mongrel jibe michael howard has said a claim by peter hain that,politics,bbc
madagascar completes currency switch madagascar has completed the replacement of its malagasy franc with a new,business,bbc
german business confidence slides german business confidence fell in february knocking hopes of a speedy recovery,business,bbc
what price for trusted pc security you can now buy trusted computers but can we really,tech,bbc
eu too slow on economic reforms most eu countries have failed to put in place policies,business,bbc
blair says mayor should apologise tony blair has urged london mayor ken livingstone to apologise for,politics,bbc
capriati out of australian open jennifer capriati has become the third leading lady to withdraw from,sport,bbc
england 17-18 france england suffered an eighth defeat in 11 tests as scrum-half dimitri yachvili booted,sport,bbc
england coach faces rap after row england coach andy robinson is facing disciplinary action after criticising,sport,bbc
how to make a gigapixel picture the largest digital panoramic photo in the world has been,tech,bbc
o sullivan quick to hail italians ireland coach eddie o sullivan heaped praise on italy after,sport,bbc
screensaver tackles spam websites net users are getting the chance to fight back against spam websites,tech,bbc
cactus diet deal for phytopharm a slimming aid made from a southern african cactus is set,business,bbc
slow start to speedy net services faster broadband in the uk is becoming a reality as,tech,bbc
housing plans criticised by mps irreversible environmental damage will be caused by government plans to build,politics,bbc
probe launched on ken nazi jibe an investigation by the standards board is under way following,politics,bbc
budget aston takes on porsche british car maker aston martin has gone head-to-head with porsche s,business,bbc
uk will stand firm on eu rebate britain s £3bn eu rebate is not up for,politics,bbc
women mps reveal sexist taunts women mps endure shocking levels of sexist abuse at the hands,politics,bbc
musical future for phones analyst bill thompson has seen the future and it is in his,tech,bbc
blunkett row should end - blair prime minister tony blair said it was time to draw,politics,bbc
broadband in the uk growing fast high-speed net connections in the uk are proving more popular,tech,bbc
roddick to face saulnier in final andy roddick will play cyril saulnier in the final of,sport,bbc
ebbers denies worldcom fraud former worldcom chief bernie ebbers has denied claims that he knew accountants,business,bbc
china now top trader with japan china overtook the us to become japan s biggest trading,business,bbc
downing injury mars uefa victory middlesbrough boss steve mcclaren hopes that stewart downing did not seriously,sport,bbc
mps to debate euthanasia laws mps are preparing to debate a bill which critics claim would,politics,bbc
drink remark acts as diversion the first minister s statement that it was okay to get,politics,bbc
mps issued with blackberry threat mps will be thrown out of the commons if they use,politics,bbc
web radio takes spanish rap global spin the radio dial in the us and you are,tech,bbc
apple unveils low-cost mac mini apple has unveiled a new low-cost macintosh computer for the masses,tech,bbc
slim playstation triples sales sony playstation 2 s slimmer shape has proved popular with uk gamers,tech,bbc
child access law shake-up planned parents who refuse to allow former partners contact with their children,politics,bbc
hantuchova in dubai last eight daniela hantuchova moved into the quarter-finals of the dubai open after,sport,bbc
france telecom gets orange boost strong growth in subscriptions to mobile phone network orange has helped,business,bbc
february poll claim speculation reports that tony blair is planning a snap general election for february,politics,bbc
ireland 17-12 south africa ronan o gara scored all ireland s points as the home side,sport,bbc
loyalty cards idea for tv addicts viewers could soon be rewarded for watching tv as loyalty,tech,bbc
top tories on lib dem hit list the liberal democrats are aiming to unseat a string,politics,bbc
errors doomed first dome sale the initial attempt to sell the millennium dome failed due to,politics,bbc
collins named uk athletics chief uk athletics has ended its search for a new performance director,sport,bbc
tsunami debt deal to be announced chancellor gordon brown has said he hopes to announce a,politics,bbc
india and russia in energy talks india and russia are to work together in a series,business,bbc
no re-draft for eu patent law a proposed european law on software patents will not be,tech,bbc
teenagers to be allowed to be mps teenagers will be able to become mps under plans,politics,bbc
new delay hits eu software laws a fresh delay has hit controversial new european union rules,tech,bbc
south africa sweep top awards south africa s schalk burger was named player of the year,sport,bbc
podcasters look to net money nasa is doing it 14-year-old boys in bedrooms are doing it,tech,bbc
man city 0-2 man utd manchester united reduced chelsea s premiership lead to nine points after,sport,bbc
terror suspects face house arrest uk citizens suspected of involvement in terrorism could face house arrest,politics,bbc
tevez - an argentine in brazil some 65 years ago bernardo gandulla left boca juniors in,sport,bbc
labour s election love-in peace and love have been in short supply in the labour party,politics,bbc
philippoussis doubt over open bid mark philippoussis is almost certain to miss the australian open after,sport,bbc
court mulls file-sharing future judges at the us supreme court have been hearing evidence for and,tech,bbc
lawyer attacks anti-terror laws a senior barrister who has resigned in protest over the government s,politics,bbc
alfa romeos to get gm engines fiat is to stop making six-cylinder petrol engines for its,business,bbc
playstation 3 chip to be unveiled details of the chip designed to power sony s playstation,tech,bbc
house prices rebound says halifax uk house prices increased by 1.1% in december the first monthly,business,bbc
mayor will not retract nazi jibe london mayor ken livingstone has again refused to retract a,politics,bbc
school sport is back says pm tony blair has promised that sport is back as a,politics,bbc
china s shanda buys stake in sina chinese online game operator shanda interactive entertainment has bought,business,bbc
google shares fall as staff sell shares in google have fallen 6.7% after employees and early,business,bbc
india-pakistan peace boosts trade calmer relations between india and pakistan are paying economic dividends with new,business,bbc
ask jeeves joins web log market ask jeeves has bought the bloglines website to improve the,tech,bbc
swiss cement firm in buying spree swiss cement firm holcim has bid $800m (£429m) to buy,business,bbc
gritty return for prince of persia still basking in the relatively recent glory of last year,tech,bbc
india widens access to telecoms india has raised the limit for foreign direct investment in telecoms,business,bbc
labour faces cold calls inquiry labour is to be investigated by a watchdog over claims its,politics,bbc
anti-terror plan faces first test plans to allow home secretary charles clarke to place terror suspects,politics,bbc
plaid mp s cottage arson claim a plaid cymru mp believes uk security services were involved,politics,bbc
solutions to net security fears fake bank e-mails or phishing and stories about id theft are,tech,bbc
bnp leader nick griffin arrested the leader of the british national party has been arrested as,politics,bbc
casual gaming to take off games aimed at casual players are set to be even bigger,tech,bbc
ebbers aware of worldcom fraud former worldcom boss bernie ebbers was directly involved in the $11bn,business,bbc
edu blasts arsenal arsenal s brazilian midfielder edu has hit out at the club for stalling,sport,bbc
johansson takes adelaide victory second seed joachim johansson won his second career title with a 7-5,sport,bbc
newest eu members underpin growth the european union s newest members will bolster europe s economic,business,bbc
abortion not a poll issue - blair tony blair does not believe abortion should be an,politics,bbc
o connor aims to grab opportunity johnny o connor is determined to make a big impression,sport,bbc
can yahoo dominate next decade yahoo has reached the grand old age of 10 and in,tech,bbc
mourinho plots impressive course chelsea s win at fulham - confirming their position at the premiership,sport,bbc
jones files lawsuit against conte marion jones has filed a lawsuit for defamation against balco boss,sport,bbc
g7 backs africa debt relief plan g7 finance ministers have backed plans to write off up,business,bbc
robertson out to retain euro lure hearts manager john robertson hopes a place in the knock-out,sport,bbc
preview: ireland v england (sun) lansdowne road dublin sunday 27 february 1500 gmt bbc1 radio 4,sport,bbc
pension hitch for long-living men male life expectancy is much higher than originally estimated leading pension,business,bbc
kinnock to urge reform in lords neil kinnock has said his acceptance of a seat in,politics,bbc
sayeed to stand down as tory mp tory mp jonathan sayeed is to stand down on,politics,bbc
russia gets investment blessing soaring oil sales and a budget surplus mean russian debt is no,business,bbc
ukraine revisits state sell-offs ukraine is preparing what could be a wholesale review of the privatisation,business,bbc
edwards tips idowu for euro gold world outdoor triple jump record holder and bbc pundit jonathan,sport,bbc
zambia confident and cautious zambia s technical director kalusha bwalya is confident and cautious ahead of,sport,bbc
sony psp tipped as a must-have sony s playstation portable is the top gadget for 2005,tech,bbc
d arcy injury adds to ireland woe gordon d arcy has been ruled out of the,sport,bbc
mitsubishi in peugeot link talks trouble-hit mitsubishi motors is in talks with french carmaker psa peugeot,business,bbc
arnesen denies rift with santini tottenham sporting director frank arnesen has denied that coach jacques santini,sport,bbc
chinese exports rise 25% in 2004 exports from china leapt during 2004 over the previous year,business,bbc
industrial revival hope for japan japanese industry is growing faster than expected boosting hopes that the,business,bbc
security warning over fbi virus the us federal bureau of investigation is warning that a computer,tech,bbc
brainwave cap controls computer a team of us researchers has shown that controlling devices with the,tech,bbc
howard attacks pay later budget tory leader michael howard has dismissed gordon brown s budget as,politics,bbc
mccall earns tannadice reprieve dundee united manager ian mccall has won a reprieve from the sack,sport,bbc
tory leader urges harry apology prince harry should personally make clear how sorry he is about,politics,bbc
newcastle line up babayaro newcastle manager graeme souness is closing in on signing chelsea defender celestine,sport,bbc
merritt close to indoor 400m mark teenager lashawn merritt ran the third fastest indoor 400m of,sport,bbc
s korean lender faces liquidation creditors of south korea s top credit card firm have said,business,bbc
dawson wins england squad recall wasps scrum-half matt dawson has been recalled to england s training,sport,bbc
uk risks breaking golden rule the uk government will have to raise taxes or rein in,business,bbc
california sets fines for spyware the makers of computer programs that secretly spy on what people,tech,bbc
scotland v italy (sat) murrayfield edinburgh saturday 26 february 1400 gmt bbc1 five live and this,sport,bbc
lions blow to world cup stars british and irish lions coach clive woodward says he is,sport,bbc
giving financial gifts to children your child or grandchild may want the latest toy this christmas,business,bbc
no uk apology for colonial past the days of britain having to apologise for its colonial,politics,bbc
blair damaged by blunkett row a majority of voters (68%) believe the prime minister has been,politics,bbc
movie body targets children s pcs the body that represents the us movie industry has released,tech,bbc
wenger signs new deal arsenal manager arsene wenger has signed a new contract to stay at,sport,bbc
final hunts held as ban looms hunts in england and wales have begun on the last,politics,bbc
deutsche attacks yukos case german investment bank deutsche bank has challenged the right of yukos to,business,bbc
collins to compete in birmingham world and commonwealth 100m champion kim collins will compete in the,sport,bbc
mexicans tracking unhappy juninho mexican outfit red sharks veracruz hope to sign juninho if the brazilian,sport,bbc
kraft cuts snack ads for children kraft plans to cut back on advertising of products like,business,bbc
uk needs tax cuts tories insist a major change of direction is needed in britain if,politics,bbc
old firm pair handed suspensions celtic s henri camara and nacho novo of rangers have both,sport,bbc
dogged federer claims dubai crown world number one roger federer added the dubai championship trophy to,sport,bbc
taylor poised for scotland return simon taylor has been named in the scotland squad for saturday,sport,bbc
us in eu tariff chaos trade row the us has asked the world trade organisation to,business,bbc
record fails to lift lacklustre meet yelena isinbayeva may have produced another world pole vault record,sport,bbc
games win for blu-ray dvd format the next-generation dvd format blu-ray is winning more supporters than,tech,bbc
sony psp tipped as a must-have sony s playstation portable is the top uk gadget for,tech,bbc
angry williams rejects criticism serena williams has angrily rejected claims that she and sister venus are,sport,bbc
choose hope over fear - kennedy voters will have a clear choice between the politics of,politics,bbc
councils must find gypsy sites ministers are telling councils to find more sites for travellers amid,politics,bbc
speech takes on search engines a scottish firm is looking to attract web surfers with a,tech,bbc
cheaper chip for mobiles a mobile phone chip which combines a modem and a computer processor,tech,bbc
short attacks us over tsunami aid former cabinet minister clare short has criticised the us-led tsunami,politics,bbc
electrolux to export europe jobs electrolux saw its shares rise 14% on tuesday after it said,business,bbc
minister defends hunting ban law the law banning hunting with dogs in england and wales is,politics,bbc
kilroy unveils immigration policy ex-chatshow host robert kilroy-silk has attacked uk policy on immigration saying britain,politics,bbc
mps issued with blackberry threat mps will be thrown out of the commons if they use,politics,bbc
moya fights back for indian title carlos moya became the first man to successfully defend the,sport,bbc
britain boosted by holmes double athletics fans endured a year of mixed emotions in 2004 as,sport,bbc
wenger keeping faith with almunia arsene wenger has pledged to keep faith with stand-in keeper manuel,sport,bbc
fast moving phone bugs appear security firms are warning about several mobile phone viruses that can,tech,bbc
us seeks new $280bn smoker ruling the us justice department is to try to overturn a,business,bbc
greek pair attend drugs hearing greek sprinters kostas kenteris and katerina thanou have appeared before an,sport,bbc
tories attack burglar u-turns tory leader michael howard has accused tony blair of performing u-turns over,politics,bbc
unclear future for striker baros liverpool forward milan baros is uncertain whether he remains part of,sport,bbc
laporte tinkers with team france coach bernard laporte has made four changes to the starting line-up,sport,bbc
microsoft seeking spyware trojan microsoft is investigating a trojan program that attempts to switch off the,tech,bbc
steady job growth continues in us the us created fewer jobs than expected in december but,business,bbc
newcastle 2-1 bolton kieron dyer smashed home the winner to end bolton s 10-game unbeaten run.,sport,bbc
brazil plays down varig rescue the brazilian government has played down claims that it could step,business,bbc
rivals of the £400 apple...,tech,bbc
putin backs state grab for yukos russia s president has defended the purchase of yukos key,business,bbc
deutsche boerse boosts dividend deutsche boerse the german stock exchange that is trying to buy its,business,bbc
asian quake hits european shares shares in europe s leading reinsurers and travel firms have fallen,business,bbc
ukip could sue veritas defectors the uk independence party could take legal action to unseat two,politics,bbc
us insurer marsh cuts 2 500 jobs up to 2 500 jobs are to go at,business,bbc
pm apology over jailings tony blair has apologised to two families who suffered one of the,politics,bbc
could rivalry overshadow election tony blair and gordon brown are desperately trying to stuff the genie,politics,bbc
standard life cuts policy bonuses standard life europe s largest mutual life insurer has cut bonuses,business,bbc
norway upholds napster ruling a norwegian student who ran a website which linked to downloadable mp3,tech,bbc
saudi investor picks up the savoy london s famous savoy hotel has been sold to a,business,bbc
nintendo ds makes its euro debut nintendo s ds handheld game console has officially gone on,tech,bbc
white admits to balco drugs link banned american sprinter kelli white says she knowingly took steroids,sport,bbc
spam e-mails tempt net shoppers computer users across the world continue to ignore security warnings about,tech,bbc
bridge could miss rest of season chelsea left-back wayne bridge could miss the rest of the,sport,bbc
gadget growth fuels eco concerns technology firms and gadget lovers are being urged to think more,tech,bbc
blair returns from peace mission prime minister tony blair has arrived back from his diplomatic mission,politics,bbc
us to rule on yukos refuge call yukos has said a us bankruptcy court will decide,business,bbc
disney backs sony dvd technology a next generation dvd technology backed by sony has received a,tech,bbc
fao warns on impact of subsidies billions of farmers livelihoods are at risk from falling commodity,business,bbc
bank voted 8-1 for no rate change the decision to keep interest rates on hold at,business,bbc
broadband challenges tv viewing the number of europeans with broadband has exploded over the past 12,tech,bbc
games win for blu-ray dvd format the next-generation dvd format blu-ray is winning more supporters than,tech,bbc
itunes user sues apple over ipod a user of apple s itunes music service is suing,tech,bbc
apple laptop is greatest gadget the apple powerbook 100 has been chosen as the greatest gadget,tech,bbc
van nistelrooy set to return manchester united striker ruud van nistelrooy may make his comeback after,sport,bbc
